SDFB,SDFP,SFE,RPF,LABEL
8470706.95175254,48682.18559774196,246,0.15510204081632653,1
8455994.687322315,48597.63251058759,248,0.15384615384615385,1
8423209.166161532,48409.21015581677,250,0.15261044176706828,1
8400099.527789634,48276.39630071925,252,0.15139442231075698,1
8377358.793464599,48145.702582202524,254,0.15019762845849802,1
8353132.231233207,48006.46962015068,256,0.14901960784313725,1
8329478.768575663,47870.53033201287,258,0.14785992217898833,1
8307726.440277374,47745.51710464854,260,0.14671814671814673,1
8285054.295746368,47615.21757609161,262,0.14559386973180077,1
8262646.7778884005,47486.4388887033,264,0.1444866920152091,1
8240256.311897166,47357.75819928437,266,0.14339622641509434,1
8219942.7822476225,47241.013923881386,268,0.14232209737827714,1
8202598.158098958,47141.33232433114,270,0.1412639405204461,1
8172305.630661991,46967.23747068541,272,0.14022140221402213,1
8168884.902539375,46947.578275675485,274,0.1391941391941392,1
8139294.718312167,46777.5198849277,276,0.13818181818181818,1
8127932.410702686,46712.21940455439,278,0.1371841155234657,1
8099185.847262389,46547.00941149345,280,0.13620071684587814,1
8078090.777015597,46425.77351112259,282,0.13523131672597866,1
8056924.2523671845,46304.12695232161,284,0.13427561837455831,1
8036175.310549674,46184.88029474181,286,0.13333333333333333,1
8016180.11200411,46069.96549330154,288,0.13240418118466898,1
7996119.125837736,45954.67260146024,290,0.1314878892733564,1
7975611.848035493,45836.81481494195,292,0.13058419243986255,1
7956161.367794958,45725.03057574857,294,0.1296928327645051,1
7936455.932800157,45611.78107870775,296,0.1288135593220339,1
7910318.640861961,45461.56688898348,298,0.12794612794612795,1
7895625.159692022,45377.12170945005,300,0.12709030100334448,1
7870044.594640616,45230.10709782387,302,0.12624584717607973,1
7860386.556587985,45174.601255659676,304,0.1254125412541254,1
7835350.814513812,45030.717809095695,306,0.12459016393442623,1
7817282.9095634725,44926.87939671039,308,0.1237785016286645,1
7799701.959442646,44825.8395740887,310,0.12297734627831715,1
7781785.530122024,44722.87170889479,312,0.12218649517684887,1
7763843.225398537,44619.755133658124,314,0.12140575079872204,1
7746754.40035876,44521.543613783586,316,0.12063492063492064,1
7729212.026205476,44420.7254893668,318,0.11987381703470032,1
7712485.582837002,44324.59662141267,320,0.11912225705329153,1
7696705.186388182,44233.904803588186,322,0.11838006230529595,1
7678975.366368375,44132.009402114905,324,0.11764705882352941,1
7662929.68393069,44039.79294941897,326,0.11692307692307692,1
7640112.44077217,43908.65948232273,328,0.1162079510703364,1
7632166.973283704,43862.99598845787,330,0.11550151975683891,1
7609528.482562285,43732.88982949792,332,0.1148036253776435,1
7596966.378029627,43660.69392563558,334,0.11411411411411411,1
7578812.525694989,43556.36155735566,336,0.11343283582089553,1
7562499.27593566,43462.60735387807,338,0.11275964391691394,1
7545813.161132474,43366.71023067833,340,0.11209439528023599,1
7529254.458316622,43271.54538600354,342,0.11143695014662756,1
7514034.545347498,43184.07472943313,344,0.11078717201166181,1
7494022.936703314,43069.06556749205,346,0.11014492753623188,1
7477936.760736378,42976.616390365976,348,0.10951008645533142,1
7462935.752808533,42890.403806225826,350,0.10888252148997135,1
7448631.971999608,42808.1982563045,352,0.10826210826210826,1
7433020.581429275,42718.47776220432,354,0.10764872521246459,1
7421393.481551649,42651.655439638984,356,0.10704225352112676,1
7401810.9850278,42539.112462403355,358,0.10644257703081232,1
7386628.1032003695,42451.85461899312,360,0.10584958217270195,1
7371591.537998212,42365.43767495565,362,0.10526315789473684,1
7356641.312774419,42279.5169366666,364,0.1046831955922865,1
7341557.616893113,42192.82912551536,366,0.10410958904109589,1
7327930.394970533,42114.51185461619,368,0.10354223433242507,1
7314847.376913165,42039.322191302694,370,0.10298102981029811,1
7302619.926701053,41969.04958501398,372,0.10242587601078167,1
7289895.341488064,41895.91988019471,374,0.10187667560321716,1
7271535.158030049,41790.401682023185,376,0.10133333333333333,1
7262446.171464582,41738.166214007855,378,0.10079575596816977,1
7244142.746860481,41632.97421246465,380,0.10026385224274406,1
7231027.448985918,41557.5990286516,382,0.09973753280839895,1
7218156.058429402,41483.62561028325,384,0.09921671018276762,1
7205050.881949548,41408.30859406347,386,0.0987012987012987,1
7191807.544328929,41332.19754803161,388,0.09819121447028424,1
7179920.391784256,41263.88066958943,390,0.09768637532133675,1
7168396.924155421,41197.65393371496,392,0.09718670076726342,1
7150756.094843422,41096.269943423344,394,0.09669211195928754,1
7145281.783152843,41064.80847112054,396,0.09620253164556962,1
7128868.697753557,40970.48048807567,398,0.09571788413098237,1
7118609.625290631,40911.520377477405,400,0.09523809523809523,1
7101750.251880846,40814.627513392894,402,0.09476309226932668,1
7090660.358871301,40750.89258165189,404,0.09429280397022333,1
7080889.593124499,40694.73884138673,406,0.09382716049382717,1
7074189.229497428,40656.231096425974,408,0.09336609336609336,1
7066384.577172735,40611.37686208786,410,0.09290953545232274,1
7058551.566248311,40566.35964597658,412,0.09245742092457421,1
7048330.900084488,40507.62027025324,414,0.09200968523002422,1
7036363.277351154,40438.84091073441,416,0.09156626506024096,1
7024964.039016978,40373.32812707282,418,0.09112709832134293,1
7009362.101034507,40283.661900140854,420,0.09069212410501193,1
7002030.418741478,40241.525870486934,422,0.09026128266033254,1
6986225.930875813,40150.695558887666,424,0.08983451536643026,1
6980366.932836848,40117.02323429998,426,0.08941176470588236,1
6965124.480559708,40029.4230143619,428,0.08899297423887588,1
6954828.321600407,39970.24976522864,430,0.08857808857808858,1
6944963.579631188,39913.55592366308,432,0.08816705336426914,1
6935147.9922059355,39857.14457905469,434,0.08775981524249422,1
6925326.865694125,39800.70140009085,436,0.08735632183908046,1
6914237.289225631,39736.96827688444,438,0.08695652173913043,1
6902954.3056378,39672.12361863771,440,0.08656036446469248,1
6889159.516124159,39592.843301675115,442,0.08616780045351474,1
6880680.195289159,39544.11163898516,444,0.08577878103837472,1
6866238.861374902,39461.11554205003,446,0.0853932584269663,1
6857425.504202438,39410.46413893945,448,0.08501118568232663,1
6848197.004649696,39357.426859353625,450,0.08463251670378619,1
6838402.9987130575,39301.139540559176,452,0.08425720620842572,1
6828310.877585358,39243.13891569782,454,0.08388520971302428,1
6819256.068619168,39191.09985640208,456,0.08351648351648351,1
6809777.491596644,39136.625348097834,458,0.08315098468271334,1
6795602.109847406,39055.157705352554,460,0.08278867102396514,1
6791585.7695238665,39032.075362188756,462,0.0824295010845987,1
6778186.886129024,38955.07035781604,464,0.08207343412526998,1
6768891.44310197,38901.648340995875,466,0.08172043010752689,1
6759609.594977093,38848.304455389574,468,0.08137044967880086,1
6750760.56689008,38797.448041802236,470,0.08102345415778252,1
6741822.300192195,38746.078762243604,472,0.08067940552016985,1
6729476.62649744,38675.126666493066,474,0.080338266384778,1
6720851.221021741,38625.55544044425,476,0.08,1
6711628.787794155,38572.55302152662,478,0.07966457023060797,1
6703317.718623254,38524.78831377607,480,0.07933194154488518,1
6693554.59194223,38468.67845715723,482,0.079002079002079,1
6684009.195170172,38413.81992094244,484,0.07867494824016563,1
6674209.698099261,38357.50103775632,486,0.07835051546391752,1
6664547.512207943,38301.97129860638,488,0.07802874743326489,1
6654947.948059918,38246.801453691194,490,0.07770961145194274,1
6645825.392181279,38194.373034626864,492,0.07739307535641547,1
6637563.119633097,38146.88877380155,494,0.07707910750507099,1
6629328.3619815875,38099.56264419457,496,0.07676767676767676,1
6621198.976732941,38052.8421031713,498,0.07645875251509054,1
6612672.919898427,38003.841840222,500,0.07615230460921844,1
6600702.702148413,37935.04754967319,502,0.07584830339321358,1
6596035.69516865,37908.225731505954,504,0.07554671968190854,1
6584380.76092732,37841.24341565819,506,0.07524752475247524,1
6576216.079658343,37794.32002103853,508,0.07495069033530571,1
6567791.290574537,37745.90175365633,510,0.07465618860510806,1
6559106.891564908,37695.99147463643,512,0.07436399217221135,1
6550358.49085402,37645.71336963089,514,0.07407407407407407,1
6542369.714341963,37599.800921274815,516,0.07378640776699029,1
6534069.404221548,37552.09804990741,518,0.0735009671179884,1
6523022.014985519,37488.6073703949,520,0.07321772639691715,1
6517575.913675453,37457.307993026974,522,0.07293666026871401,1
6506163.246548587,37391.71801113725,524,0.07265774378585087,1
6498270.955603261,37346.36007530186,526,0.07238095238095238,1
6489874.386711823,37298.10399091329,528,0.07210626185958255,1
6481293.6185246175,37248.789278199176,530,0.07183364839319471,1
6471616.456850393,37193.17345123022,532,0.07156308851224105,1
6463355.166967997,37145.69483475383,534,0.07129455909943715,1
6455685.377847838,37101.61564439136,536,0.07102803738317758,1
6446962.045877143,37051.481614760894,538,0.07076350093109869,1
6435820.697365624,36987.450918797695,540,0.07050092764378478,1
6427377.256625779,36938.925464264496,542,0.07024029574861368,1
6418668.439749276,36888.87483694812,544,0.06998158379373849,1
6408858.242496051,36832.494435287364,546,0.06972477064220184,1
6397918.835456254,36769.62433321378,548,0.06946983546617916,1
6396308.0062686885,36760.36675454142,550,0.0692167577413479,1
6386331.396902762,36703.02997772211,552,0.06896551724137931,1
6383152.689474146,36684.76159970012,554,0.06871609403254973,1
6372790.192621322,36625.20707482227,556,0.06846846846846846,1
6364786.263959128,36579.20753758292,558,0.06822262118491922,1
6356767.834954056,36533.12466500925,560,0.06797853309481217,1
6349638.971235507,36492.15423802827,562,0.0677361853832442,1
6342990.317042247,36453.943635371535,564,0.0674955595026643,1
6336106.928982881,36414.38398708556,566,0.06725663716814159,1
6329118.91347553,36374.22303147439,568,0.06701940035273368,1
6318840.427464269,36315.151323481456,570,0.06678383128295255,1
6314213.128531869,36288.55770034389,572,0.06654991243432574,1
6304638.688790879,36233.53223880115,574,0.06631762652705062,1
6297798.8417318715,36194.222826056895,576,0.06608695652173913,1
6291242.631719881,36156.543510583826,578,0.0658578856152513,1
6284898.045840473,36120.080424788306,580,0.06563039723661486,1
6278462.3494222965,36083.0937149473,582,0.06540447504302926,1
6271331.162977863,36042.10993579288,584,0.06518010291595197,1
6264442.087876621,36002.51760032935,586,0.06495726495726496,1
6258270.976002755,35967.05149045193,588,0.06473594548551959,1
6251572.7121575195,35928.55577159581,590,0.06451612903225806,1
6242480.443866044,35876.301408179635,592,0.06429780033840947,1
6239062.479640921,35856.65798421498,594,0.06408094435075885,1
6229683.6420458285,35802.75666785719,596,0.06386554621848739,1
6224736.506287432,35774.32489743373,598,0.06365159128978225,1
6215913.899316605,35723.62031122806,600,0.06343906510851419,1
6212214.974411828,35702.36216888781,602,0.0632279534109817,1
6203097.081859793,35649.960536220846,604,0.06301824212271974,1
6196684.169875623,35613.10476758653,606,0.0628099173553719,1
6189982.795574567,35574.59116984024,608,0.06260296540362438,1
6183361.605640966,35536.538401279184,610,0.06239737274220033,1
6177946.0240471,35505.414416226165,612,0.062193126022913256,1
6173884.596083842,35482.07292645844,614,0.06199021207177814,1
6169478.2463504225,35456.749126874005,616,0.061788617886178863,1
6164614.476890285,35428.79647673058,618,0.06158833063209076,1
6158475.508285394,35393.51509550677,620,0.061389337641357025,1
6152789.11369965,35360.83471334208,622,0.061191626409017714,1
6146700.802761588,35325.84446715476,624,0.060995184590690206,1
6140724.113171246,35291.49572193946,626,0.0608,1
6134737.710060236,35257.09115170542,628,0.06060606060606061,1
6127245.476299803,35214.032388908425,630,0.06041335453100159,1
6122258.097119919,35185.36932993704,632,0.060221870047543584,1
6114584.956090553,35141.27086828718,634,0.06003159557661927,1
6108794.238924469,35107.990922064426,636,0.05984251968503937,1
6101078.884157258,35063.649851596296,638,0.059654631083202514,1
6094777.428782293,35027.43463451747,640,0.0594679186228482,1
6088414.057820885,34990.86358096921,642,0.059282371294851796,1
6082770.737113452,34958.43074747339,644,0.05909797822706065,1
6076836.846178127,34924.32797395379,646,0.05891472868217054,1
6068072.012597493,34873.95539867819,648,0.05873261205564142,1
6062964.409401827,34844.601401803455,650,0.05855161787365177,1
6057642.1961648455,34814.014013800894,652,0.05837173579109063,1
6050110.32003035,34770.72741582854,654,0.05819295558958652,1
6047452.302575991,34755.451496030575,656,0.05801526717557252,1
6040454.657508743,34715.235193657376,658,0.0578386605783866,1
6034464.1348567605,34680.8069444236,660,0.057663125948406675,1
6028512.491111402,34646.60213696856,662,0.057488653555219364,1
6022498.480686333,34612.03890067218,664,0.05731523378582202,1
6016585.0973191615,34578.053980215234,666,0.05714285714285714,1
6011762.171201181,34550.33605624085,668,0.05697151424287856,1
6006216.527284371,34518.46458272927,670,0.05680119581464873,1
6000797.194452551,34487.31903252523,672,0.05663189269746647,1
5995377.897277322,34456.17368708373,674,0.05646359583952452,1
5990622.838798077,34428.84580679779,676,0.056296296296296296,1
5985446.464328846,34399.09657060177,678,0.056129985228951254,1
5977963.96264654,34356.093729006694,680,0.055964653902798235,1
5980534.425728174,34370.86655885517,682,0.055800293685756244,1
5972077.463488223,34322.26336215629,684,0.055636896046852125,1
5973513.121101403,34330.514317950394,686,0.05547445255474453,1
5966118.256919222,34288.01513921291,688,0.055312954876273655,1
5962010.487030459,34264.4073017241,690,0.055152394775036286,1
5955580.220283049,34227.45179089791,692,0.05499276410998553,1
5950113.683735085,34196.03495330004,694,0.05483405483405483,1
5945041.314350647,34166.88344360452,696,0.05467625899280575,1
5940191.704015166,34139.01215906933,698,0.054519368723098996,1
5935212.22082077,34110.39447873521,700,0.05436337625178827,1
5930541.321542744,34083.55026890959,702,0.05420827389443652,1
5925808.536745718,34056.35039501421,704,0.05405405405405406,1
5921112.15953868,34029.3597601631,706,0.05390070921985816,1
5916309.180640486,34001.75647182359,708,0.05374823196605375,1
5909096.507102767,33960.304362960145,710,0.0535966149506347,1
5907534.4436286315,33951.327026174105,712,0.053445850914205346,1
5900514.659383301,33910.983476895075,714,0.05329593267882188,1
5896400.862775464,33887.341000638386,716,0.05314685314685315,1
5889910.6352730505,33850.0408831257,718,0.05299860529986053,1
5885275.239120259,33823.40071287311,720,0.05285118219749652,1
5880614.510953893,33796.614956208585,722,0.052704576976421634,1
5875338.228270884,33766.291529251896,724,0.05255878284923928,1
5870095.602935841,33736.16153511198,726,0.05241379310344828,1
5865575.901071842,33710.18627416162,728,0.052269601100412656,1
5860971.7835683655,33683.725865807915,730,0.05212620027434842,1
5856412.690242485,33657.524216811464,732,0.05198358413132695,1
5851827.351307713,33631.17173088806,734,0.05184174624829468,1
5847224.011502638,33604.715791081486,736,0.05170068027210884,1
5842606.40409602,33578.17785345199,738,0.051560379918588875,1
5836416.779050742,33542.605334465145,740,0.05142083897158322,1
5834309.819659894,33530.49640792284,742,0.05128205128205128,1
5827664.113632953,33492.302730881194,744,0.05114401076716016,1
5823424.033827306,33467.93449182851,746,0.05100671140939597,1
5819305.895212843,33444.267064097156,748,0.050870147255689425,1
5816685.626805783,33429.208088524516,750,0.050734312416555405,1
5814193.699606536,33414.886706123645,752,0.05059920106524634,1
5811676.752975846,33400.421533669585,754,0.05046480743691899,1
5808529.979166282,33382.336663755406,756,0.05033112582781457,1
5804248.044040921,33357.72787615742,758,0.05019815059445178,1
5799981.552909612,33333.20784701137,760,0.05006587615283267,1
5793497.1590410825,33295.94124969582,762,0.04993429697766097,1
5790288.39721985,33277.50012086457,764,0.04980340760157274,1
5784093.274387257,33241.89600176009,766,0.04967320261437908,1
5779409.724415294,33214.97908083833,768,0.04954367666232073,1
5774664.770263751,33187.7092623908,770,0.0494148244473342,1
5770106.885751024,33161.514556999115,772,0.04928664072632944,1
5765567.739063135,33135.42754013068,774,0.04915912031047866,1
5761229.615560798,33110.49582892965,776,0.04903225806451613,1
5756878.738606947,33085.490821938976,778,0.0489060489060489,1
5752848.055910029,33062.32601222546,780,0.04878048780487805,1
5748751.812859891,33038.78441879664,782,0.04865556978233035,1
5742700.935596588,33004.00929562633,784,0.04853128991060025,1
5739487.179808188,32985.53946419989,786,0.048407643312101914,1
5733980.87702562,32953.89408165999,788,0.048284625158831,1
5729733.942715827,32929.486445223454,790,0.048162230671736375,1
5725458.064911691,32904.91246679395,792,0.04804045512010114,1
5721481.048376054,32882.05608207596,794,0.04791929382093316,1
5717485.469685769,32859.09301819647,796,0.04779874213836478,1
5713398.8429776495,32835.606689750755,798,0.04767879548306148,1
5709265.422125104,32811.8514294104,800,0.04755944931163955,1
5705345.680763348,32789.324212061096,802,0.04744069912609238,1
5701457.388507613,32766.977736575445,804,0.047322540473225407,1
5697596.562662229,32744.789113824154,806,0.04720496894409938,1
5693578.749908876,32721.698267483713,808,0.04708798017348203,1
5688540.230482548,32692.74129467839,810,0.04697156983930779,1
5685747.328328286,32676.690161469887,812,0.0468557336621455,1
5679902.529083017,32643.09939220531,814,0.046740467404674045,1
5677324.203971465,32628.281460628055,816,0.046625766871165646,1
5671563.921447364,32595.17641962928,818,0.046511627906976744,1
5669152.965779718,32581.32038570893,820,0.0463980463980464,1
5667079.9018106535,32569.406258477113,822,0.04628501827040195,1
5665384.010080002,32559.65978841443,824,0.046172539489671933,1
5662360.801133295,32542.285056673492,826,0.04606060606060606,1
5658397.094245524,32519.505161746074,828,0.045949214026602174,1
5654397.167008848,32496.517103838054,830,0.045838359469240045,1
5650815.7193354815,32475.934101152026,832,0.0457280385078219,1
5647115.844130009,32454.670480342895,834,0.04561824729891957,1
5642115.76047408,32425.93440013109,836,0.045508982035928146,1
5640102.840718759,32414.365924525315,838,0.04540023894862605,1
5635193.013998879,32386.148562344464,840,0.04529201430274136,1
5631807.118152098,32366.689416186888,842,0.04518430439952437,1
5626944.860028749,32338.745436556255,844,0.045077105575326216,1
5623337.180794779,32318.011677429746,846,0.04497041420118343,1
5619911.522417032,32298.324015016282,848,0.0448642266824085,1
5616485.176612461,32278.632401685936,850,0.0447585394581861,1
5612753.683458567,32257.18706820199,852,0.04465334900117509,1
5608834.916905169,32234.665450151504,854,0.044548651817116064,1
5604905.920126213,32212.0850377615,856,0.044444444444444446,1
5601135.422158634,32190.415537523717,858,0.044340723453908985,1
5597318.127363191,32168.477092430425,860,0.04423748544819558,1
5592945.599256413,32143.3476427519,862,0.04413472706155633,1
5589120.020315822,32121.36158624883,864,0.0440324449594438,1
5585805.211979431,32102.31099690859,866,0.04393063583815029,1
5580936.1091313,32074.32766817773,868,0.04382929642445214,1
5578176.137489949,32058.465799120808,870,0.04372842347525892,1
5573138.681803832,32029.514924952906,872,0.04362801377726751,1
5569487.198974415,32008.529419934766,874,0.043528064146620846,1
5565476.397368061,31985.478858158418,876,0.04342857142857143,1
5561816.689153448,31964.44608174952,878,0.043329532497149374,1
5558427.379580771,31944.967318566487,880,0.04323094425483504,1
5554937.969152312,31924.913262972725,882,0.043132803632236094,1
5551333.1852164455,31904.196141374367,884,0.04303510758776897,1
5547881.923595002,31884.361332204906,886,0.04293785310734463,1
5545519.974325278,31870.78693937113,888,0.04284103720405862,1
5543981.55024774,31861.945451964257,890,0.04274465691788527,1
5542368.0822245795,31852.672677267212,892,0.04264870931537598,1
5539243.08467623,31834.712948163262,894,0.0425531914893617,1
5535836.607822091,31815.135521872766,896,0.042458100558659215,1
5532410.776406937,31795.44686241308,898,0.042363433667781496,1
5529002.146425601,31775.857061670453,900,0.042269187986651836,1
5524483.664269258,31749.88880219109,902,0.042175360710321866,1
5522595.418605987,31739.036840925237,904,0.042081949058693245,1
5517701.883121909,31710.91310049235,906,0.041988950276243095,1
5515012.307962629,31695.45579529947,908,0.04189636163175303,1
5510439.236528626,31669.173803426198,910,0.041804180418041806,1
5507187.756759318,31650.48716429323,912,0.04171240395170143,1
5504032.247252297,31632.35207825726,914,0.0416210295728368,1
5501189.421478689,31616.01402551775,916,0.041530054644808745,1
5498079.274660258,31598.139644884,918,0.04143947655398037,1
5494510.990591456,31577.632290687703,920,0.041349292709466814,1
5490921.144086559,31557.00101484809,922,0.04125950054288816,1
5487627.863317158,31538.074140135705,924,0.041170097508125676,1
5484411.530963349,31519.589497309913,926,0.04108108108108108,1
5481261.009060258,31501.483075126624,928,0.040992448759439054,1
5477950.363897236,31482.456405225883,930,0.04090419806243272,1
5473299.426266285,31455.726904352996,932,0.04081632653061224,1
5471276.095910404,31444.098592501556,934,0.04072883172561629,1
5467043.908206837,31419.775701976905,936,0.040641711229946524,1
5463478.154787387,31399.282886287045,938,0.04055496264674493,1
5459560.8326640045,31376.76956912101,940,0.04046858359957402,1
5456178.307722674,31357.329794846617,942,0.040382571732199786,1
5452782.3173885355,31337.81263323371,944,0.04029692470837752,1
5449790.769645396,31320.619854933204,946,0.04021164021164021,1
5446857.690795898,31303.76310466297,948,0.04012671594508976,1
5443620.354853397,31285.15774959572,950,0.040042149631190724,1
5440303.433373565,31266.095006422005,952,0.03995793901156677,1
5437237.184348729,31248.472910610606,954,0.03987408184679958,1
5434903.953897279,31235.063565148164,956,0.039790575916230364,1
5433184.799998986,31225.183396540273,958,0.03970741901776385,1
5431524.421966013,31215.64102025293,960,0.03962460896767466,1
5429714.419105125,31205.238730571786,962,0.03954214360041623,1
5426844.3937875265,31188.744358560733,964,0.03946002076843198,1
5424225.463233269,31173.6930619126,966,0.039378238341968914,1
5421300.472902077,31156.882796802955,968,0.03929679420889348,1
5418293.458537123,31139.60112825354,970,0.0392156862745098,1
5413645.3808154715,31112.88805465593,972,0.03913491246138002,1
5410225.846082537,31093.235580282522,974,0.03905447070914697,1
5407018.9291952895,31074.805047238635,976,0.038974358974358976,1
5403845.5312494,31056.567151454197,978,0.038894575230296824,1
5400747.1550291935,31038.76041476657,980,0.03881511746680286,1
5397618.056170678,31020.777111273364,982,0.03873598369011213,1
