SDFB,SDFP,SFE,RPF,LABEL
5394903.727420174,31005.1775444232,984,0.038657171922685654,1
5392050.753956259,30988.781169087368,986,0.03857868020304569,1
5388857.157184529,30970.42718768063,988,0.03850050658561297,1
5385669.161185022,30952.105394626615,990,0.03842264914054601,1
5382798.970149256,30935.61006729362,992,0.03834510595358224,1
5380065.02111005,30919.897739637785,994,0.038267875125881166,1
5377474.323350051,30905.008695182205,996,0.03819095477386935,1
5374648.0217880225,30888.765606125588,998,0.03811434302908726,1
5371546.380215156,30870.940103285393,1000,0.03803803803803804,1
5368435.198710891,30853.0597727995,1002,0.03796203796203796,1
5365390.396022334,30835.56092947568,1004,0.03788634097706879,1
5362363.09370504,30818.16266284787,1006,0.03781094527363184,1
5359545.073507387,30801.96716732038,1008,0.03773584905660377,1
5356911.200280851,30786.829987377194,1010,0.03766105054509415,1
5356919.402993714,30786.877154214788,1012,0.03758654797230465,1
5354578.643139896,30773.424534154317,1014,0.03751233958538993,1
5351921.644943639,30758.154452540504,1016,0.0374384236453202,1
5348338.216644917,30737.560061518037,1018,0.03736479842674533,1
5347340.750999782,30731.827522515076,1020,0.03729146221786065,1
5343377.736774395,30709.051601350388,1022,0.03721841332027424,1
5344144.747400075,30713.459734497796,1024,0.03714565004887586,1
5339516.830737105,30686.862531723655,1026,0.037073170731707315,1
5341257.817993431,30696.868233872698,1028,0.03700097370983447,1
5336435.165693009,30669.151859542613,1030,0.0369290573372206,1
5334735.217222582,30659.38206091105,1032,0.03685741998060136,1
5330942.786900935,30637.58650703033,1034,0.036786060019361085,1
5329100.901287065,30627.000977237905,1036,0.03671497584541063,1
5325211.7549513485,30604.649583559367,1038,0.03664416586306654,1
5322307.58329714,30587.958963218432,1040,0.03657362848893166,1
5319520.764978039,30571.942786890875,1042,0.03650336215177714,1
5316890.4762485,30556.82620619091,1044,0.0364333652924257,1
5314136.184548202,30540.996965119506,1046,0.03636363636363636,1
5311249.396667128,30524.406251173332,1048,0.03629417382999045,1
5308360.555115125,30507.80373464931,1050,0.03622497616777884,1
5305831.427977207,30493.268542330545,1052,0.03615604186489058,1
5303384.021407197,30479.203008357275,1054,0.03608736942070275,1
5300946.723284269,30465.19556899304,1056,0.03601895734597156,1
5298492.147475878,30451.088832538586,1058,0.03595080416272469,1
5295849.955650893,30435.903842561547,1060,0.03588290840415486,1
5293091.511301037,30420.050735087956,1062,0.03581526861451461,1
5290798.810194784,30406.874313013996,1064,0.03574788334901223,1
5288444.374086547,30393.34309204405,1066,0.03568075117370892,1
5285845.069940363,30378.40458485655,1068,0.03561387066541706,1
5284368.038931648,30369.915928454633,1070,0.03554724041159962,1
5281218.182350123,30351.813320253586,1072,0.035480859010270774,1
5278647.955917709,30337.0419245495,1074,0.035414725069897485,1
5274019.313601944,30310.440545720965,1076,0.035348837209302326,1
5269245.863333948,30283.00693724635,1078,0.035283194057567316,1
5266892.791333108,30269.483558194508,1080,0.03521779425393883,1
5264303.401428424,30254.602027060264,1082,0.03515263644773358,1
5261674.32383149,30239.492405900644,1084,0.03508771929824561,1
5258254.553425112,30219.83857437397,1086,0.035023041474654376,1
5253420.991780248,30192.05949824108,1088,0.034958601655933765,1
5249344.083931205,30168.629007133222,1090,0.03489439853076217,1
5247919.390683208,30160.441136368187,1092,0.034830430797433545,1
5246597.845936629,30152.84607314772,1094,0.03476669716376944,1
5244711.881421354,30142.00721728279,1096,0.034703196347031964,1
5242685.301345345,30130.36022592451,1098,0.03463992707383774,1
5240101.491982506,30115.5107663243,1100,0.034576888080072796,1
5237489.094582696,30100.497007970516,1102,0.03451407811080836,1
5234896.646611196,30085.597901225243,1104,0.03445149592021759,1
5232326.851054901,30070.828980623624,1106,0.034389140271493215,1
5230025.109976419,30057.600603330968,1108,0.03432700993676603,1
5227756.7366496455,30044.56399463853,1110,0.034265103697024346,1
5225291.984974956,30030.398774456375,1112,0.034203420342034205,1
5222867.942027267,30016.467512339826,1114,0.034141958670260555,1
5220740.13743949,30004.238769746025,1116,0.034080717488789235,1
5218377.784752564,29990.66205009875,1118,0.03401969561324977,1
5215596.9837909,29974.680457596394,1120,0.03395889186773905,1
5213297.380390876,29961.464362098963,1122,0.03389830508474576,1
5210040.890860972,29942.748925228905,1124,0.03383793410507569,1
5207405.509159796,29927.60306860648,1126,0.033777777777777775,1
5204596.605856667,29911.45996791691,1128,0.03371783496007098,1
5202571.0450395355,29899.818830120796,1130,0.03365810451727192,1
5199405.964360511,29881.62873146685,1132,0.03359858532272325,1
5198629.188895661,29877.16452351411,1134,0.03353927625772286,1
5195552.37808067,29859.481723091943,1136,0.033480176211453744,1
5193215.341282313,29846.05049564144,1138,0.03342128408091469,1
5190803.269672777,29832.188033959064,1140,0.033362598770851626,1
5188295.666774417,29817.776541734005,1142,0.033304119193689745,1
5185801.129536698,29803.440139227005,1144,0.033245844269466314,1
5183590.271159955,29790.734075038647,1146,0.03318777292576419,1
5181308.9122675145,29777.62283554414,1148,0.03312990409764603,1
5178882.757111748,29763.679433359564,1150,0.03307223672758921,1
5176463.973113006,29749.778394096887,1152,0.03301476976542137,1
5174071.98152407,29736.031334340627,1154,0.03295750216825672,1
5171685.575625437,29722.31637622707,1156,0.0329004329004329,1
5169271.488384631,29708.4423296165,1158,0.032843560933448576,1
5167048.0776577545,29695.6641247332,1160,0.03278688524590164,1
5166153.269226638,29690.52156768509,1162,0.03273040482342808,1
5164978.717273332,29683.771288802716,1164,0.03267411865864144,1
5163616.390183724,29675.941841803287,1166,0.03261802575107296,1
5161653.711046691,29664.66209544194,1168,0.032562125107112254,1
5159499.741271737,29652.282977051636,1170,0.032506415739948676,1
5157438.674014109,29640.437780943877,1172,0.032450896669513236,1
5155242.91968733,29627.818520798028,1174,0.03239556692242114,1
5152994.991768678,29614.899412472587,1176,0.03234042553191489,1
5150906.650013298,29602.897466200284,1178,0.03228547153780799,1
5148832.579273582,29590.977537202503,1180,0.032230703986429174,1
5146683.8064776305,29578.62828579181,1182,0.03217612193056731,1
5144451.748439433,29565.800384046386,1184,0.032121724429416736,1
5142210.898986353,29552.921956902403,1186,0.032067510548523206,1
5137946.023338928,29528.41118903852,1188,0.03201347935973041,1
5133825.628349092,29504.73076956364,1190,0.031959629941127,1
5131454.385974404,29491.10295712486,1192,0.03190596137699412,1
5129559.951754665,29480.21542170617,1194,0.03185247275775356,1
5127527.210161065,29468.533016432728,1196,0.031799163179916316,1
5125248.736354556,29455.438356670245,1198,0.031746031746031744,1
5123040.075792286,29442.74492207719,1200,0.0316930775646372,1
5121163.36344181,29431.95923620882,1202,0.03164029975020816,1
5119085.479837101,29420.017394236387,1204,0.03158769742310889,1
5116525.676052121,29405.305897628474,1206,0.03153526970954357,1
5115540.807428458,29399.645749541178,1208,0.03148301574150787,1
