switch,duration,n_packets,n_bytes,dl_src,dl_dst,nw_src,nw_dst,tp_src,tp_dst,actions,packets_per_s,bytes_per_s
s2,0.276,81828,14238072,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,53095,9238530
s1,1.885,124665,21691710,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,42836,7453464
s2,1.075,171548,29849352,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,89720,15611280
s1,2.635,220618,38387532,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,95953,16695822
s2,1.858,220617,38387358,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,49069,8538006
s1,3.462,266672,46400928,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,46054,8013396
s2,2.673,305969,53238606,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,85352,14851248
s1,4.249,348358,60614292,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,81686,14213364
s2,3.455,348357,60614118,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,42388,7375512
s1,5.036,429110,74665140,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,80752,14050848
s2,4.247,429109,74664966,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,80752,14050848
s1,5.976,465346,80970204,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,36236,6305064
s2,5.200,465345,80970030,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,36236,6305064
s2,0.193,37286,6487764,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,37286,6487764
s1,6.908,465346,80970204,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.931,37296,6489504,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,37296,6489504
s2,6.150,465345,80970030,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.199,142773,24842502,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,105487,18354738
s1,7.877,465346,80970204,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.958,37296,6489504,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,7.130,465345,80970030,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.209,248398,43221252,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,105625,18378750
s1,8.836,465346,80970204,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.006,39764,6918936,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,2468,429432
s2,8.068,505259,87915066,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,39914,6945036
s2,0.206,429,74646,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,9.684,465346,80970204,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.854,39790,6923460,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,26,4524
s2,8.906,505259,87915066,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.179,102775,17882850,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,102346,17808204
s1,10.545,465346,80970204,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.853,39790,6923460,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,9.760,505259,87915066,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.172,201104,34992096,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,98329,17109246
s1,11.406,465346,80970204,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.852,39790,6923460,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,10.643,505259,87915066,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.193,301096,52390704,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,99992,17398608
s1,12.313,465346,80970204,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.898,39790,6923460,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,11.556,505259,87915066,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.203,401364,69837336,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,100268,17446632
s1,13.164,465346,80970204,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.835,39790,6923460,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,12.388,525359,91412466,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,20100,3497400
s1,13.959,518155,90158970,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,52809,9188766
s2,13.152,567420,98731080,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,42061,7318614
s2,0.168,10983,1911042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,14.774,518155,90158970,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.815,11,1914,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,13.997,567420,98731080,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.179,107526,18709524,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,96543,16798482
s1,15.654,518155,90158970,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.870,11,1914,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,14.872,567420,98731080,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.176,206734,35971716,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,99208,17262192
s1,16.492,518155,90158970,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.830,11,1914,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,15.709,567420,98731080,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.175,304567,52994658,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,97833,17022942
s1,17.318,518155,90158970,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.816,11,1914,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,16.537,567420,98731080,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.179,403180,70153320,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,98613,17158662
s1,18.168,518155,90158970,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.842,11,1914,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,17.401,567905,98815470,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,485,84390
s1,18.990,557464,96998736,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,39309,6839766
s1,0.005,12530,2180220,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,12519,2178306
s2,18.213,619763,107838762,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,51858,9023292
s2,0.192,556,96744,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,19.857,557464,96998736,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.872,13099,2279226,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,569,99006
s2,19.094,619763,107838762,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.193,98967,17220258,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,98411,17123514
s1,20.703,557464,96998736,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.835,13099,2279226,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,19.942,619763,107838762,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.196,194197,33790278,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,95230,16570020
s1,21.575,557464,96998736,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.861,13099,2279226,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,20.791,619763,107838762,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.179,289068,50297832,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,94871,16507554
s1,22.439,557464,96998736,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.862,13099,2279226,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,21.658,619763,107838762,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.180,390308,67913592,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,101240,17615760
s1,23.291,557464,96998736,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.846,13099,2279226,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,22.515,620335,107938290,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,572,99528
s1,24.141,601962,104741388,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,44498,7742652
s1,0.012,23494,4087956,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,10395,1808730
s2,23.378,687765,119671110,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,67430,11732820
s2,0.217,586,101964,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,25.083,601962,104741388,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.954,23510,4090740,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,16,2784
s2,24.329,687765,119671110,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.203,110289,19190286,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,109703,19088322
s1,25.979,601962,104741388,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.887,23510,4090740,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,25.250,687765,119671110,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.228,205760,35802240,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,95471,16611954
s1,27.009,601962,104741388,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,1.020,23510,4090740,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,26.278,687765,119671110,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.225,312262,54333588,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,106502,18531348
s1,28.019,601962,104741388,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.990,23510,4090740,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,27.257,687765,119671110,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.193,415719,72335106,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,103457,18001518
s1,29.006,640102,111377748,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,38140,6636360
s1,0,10623,1848402,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,28.254,772262,134373588,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,84497,14702478
s2,0.216,536,93264,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,30.017,640102,111377748,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,1.011,11176,1944624,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,553,96222
s2,29.286,772262,134373588,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.225,104647,18208578,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,104111,18115314
s1,30.992,640102,111377748,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.964,11176,1944624,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,30.251,772262,134373588,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.215,200651,34913274,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,96004,16704696
s1,31.945,640102,111377748,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.944,11176,1944624,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,31.165,772262,134373588,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.183,295556,51426744,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,94905,16513470
s1,32.845,640102,111377748,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.894,11176,1944624,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,32.073,772262,134373588,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.185,393381,68448294,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,97825,17021550
s1,33.694,640102,111377748,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.003,29077,5059398,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,17901,3114774
s2,32.932,801895,139529730,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,29633,5156142
s2,0.205,675,117450,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,34.535,640102,111377748,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.844,29770,5179980,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,693,120582
s2,33.759,801895,139529730,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.181,100832,17544768,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,100157,17427318
s1,35.422,640102,111377748,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.877,29770,5179980,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,34.647,801895,139529730,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.181,190989,33232086,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,90157,15687318
s1,36.273,640102,111377748,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.840,29770,5179980,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,35.500,801895,139529730,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.186,288880,50265120,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,97891,17033034
s1,37.126,640102,111377748,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.847,29770,5179980,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,36.352,801895,139529730,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.184,389308,67739592,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,100428,17474472
s1,38.027,640102,111377748,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.002,29770,5179980,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,37.281,801895,139529730,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.221,488134,84935316,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,98826,17195724
s1,38.932,687963,119705562,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,47861,8327814
s1,0.002,12,2088,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,38.159,842465,146588910,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,40570,7059180
s2,0.204,8355,1453770,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,39.799,687963,119705562,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.869,12,2088,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,39.031,842465,146588910,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.188,111317,19369158,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,102962,17915388
s1,40.659,687963,119705562,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.847,12,2088,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,39.889,842465,146588910,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.187,211769,36847806,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,100452,17478648
s1,41.553,687963,119705562,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.883,12,2088,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,40.793,842465,146588910,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.191,307119,53438706,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,95350,16590900
s1,42.472,687963,119705562,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.903,12,2088,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,41.756,842465,146588910,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.238,411977,71683998,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,104858,18245292
s1,43.404,687963,119705562,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.007,5657,984318,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,5645,982230
s2,42.645,848108,147570792,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,5643,981882
s2,0.218,498,86652,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,44.325,687963,119705562,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.928,5679,988146,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,22,3828
s2,43.566,848108,147570792,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.191,103013,17924262,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,102515,17837610
s1,45.324,687963,119705562,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.988,5679,988146,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,44.578,848108,147570792,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.209,198118,34472532,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,95105,16548270
s1,46.273,687963,119705562,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.939,5679,988146,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,45.513,848108,147570792,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.197,299570,52125180,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,101452,17652648
s1,47.158,687963,119705562,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.877,5679,988146,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,46.384,848108,147570792,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.184,402345,70008030,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,102775,17882850
s1,48.015,687963,119705562,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.848,5679,988146,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,47.241,848108,147570792,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.183,503118,87542532,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,100773,17534502
s1,48.886,729136,126869664,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,41173,7164102
s1,0.005,4231,736194,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,48.148,893476,155464824,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,45368,7894032
s2,0.236,465,80910,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,49.808,729136,126869664,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.927,4243,738282,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,12,2088
s2,49.043,893476,155464824,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.191,105149,18295926,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,104684,18215016
s1,50.677,729136,126869664,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.860,4243,738282,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,49.916,893476,155464824,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.195,206911,36002514,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,101762,17706588
s1,51.516,729136,126869664,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.826,4243,738282,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,50.753,893476,155464824,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.195,303810,52862940,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,96899,16860426
s1,52.381,729136,126869664,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.854,4243,738282,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,51.611,893476,155464824,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.186,405600,70574400,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,101790,17711460
s1,53.244,729136,126869664,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.851,4243,738282,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,52.486,893759,155514066,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,283,49242
s1,54.144,766262,133329588,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,37126,6459924
s1,0.008,18875,3284250,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,14632,2545968
s2,53.413,949368,165190032,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,55609,9675966
s2,0.246,416,72384,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,55.123,766262,133329588,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.987,18893,3287382,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,18,3132
s2,54.377,949368,165190032,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.208,99854,17374596,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,99438,17302212
s1,56.038,766262,133329588,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.905,18893,3287382,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,55.375,949368,165190032,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.295,201309,35027766,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,101455,17653170
s1,57.105,766262,133329588,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
