switch,duration,n_packets,n_bytes,dl_src,dl_dst,nw_src,nw_dst,tp_src,tp_dst,actions,packets_per_s,bytes_per_s
s1,1.059,18893,3287382,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,56.355,949368,165190032,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.208,308341,53651334,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,107032,18623568
s1,58.054,766262,133329588,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.938,18893,3287382,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,57.310,949368,165190032,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.212,414895,72191730,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,106554,18540396
s1,58.958,806832,140388768,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,40570,7059180
s1,0.006,10671,1856754,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,58.216,1029133,179069142,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,79765,13879110
s2,0.231,505,87870,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,59.999,806832,140388768,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,1.047,10689,1859886,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,18,3132
s2,59.274,1029133,179069142,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.229,103483,18006042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,102978,17918172
s1,61.044,806832,140388768,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,1.028,10689,1859886,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,60.278,1029133,179069142,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.192,213664,37177536,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,110181,19171494
s1,61.900,806832,140388768,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.846,10689,1859886,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,61.129,1029133,179069142,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.187,311644,54226056,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,97980,17048520
s1,62.796,806832,140388768,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.887,10689,1859886,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,62.039,1029133,179069142,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.197,408271,71039154,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,96627,16813098
s1,63.727,806832,140388768,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s2,62.944,1029663,179161362,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,530,92220
s2,0.185,31334,5452116,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,64.629,806832,140388768,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.900,30843,5366682,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,20154,3506796
s2,63.882,1029663,179161362,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.208,135115,23510010,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,103781,18057894
s1,65.545,806832,140388768,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.905,30843,5366682,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,64.778,1029663,179161362,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.190,235483,40974042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,100368,17464032
s1,66.435,806832,140388768,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.002,30843,5366682,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,65.666,1029663,179161362,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.196,325225,56589150,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,89742,15615108
s1,67.309,806832,140388768,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.872,30843,5366682,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,66.545,1029663,179161362,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.192,414973,72205302,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,89748,15616152
s1,68.266,806832,140388768,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.943,30843,5366682,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,67.505,1030196,179254104,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,533,92742
s1,69.198,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,39651,6899274
s1,0.013,25940,4513560,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,68.440,1095443,190607082,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,65247,11352978
s2,0.220,360,62640,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,70.171,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.986,25954,4515996,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,14,2436
s2,69.397,1095443,190607082,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.183,91218,15871932,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,90858,15809292
s1,71.073,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.890,25954,4515996,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,70.308,1095443,190607082,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.188,191089,33249486,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,99871,17377554
s1,71.948,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.857,25954,4515996,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,71.185,1095443,190607082,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.191,290511,50548914,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,99422,17299428
s1,72.808,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.848,25954,4515996,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,72.037,1095443,190607082,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.187,392966,68376084,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,102455,17827170
s1,73.762,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.005,31665,5509710,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,5711,993714
s2,73.028,1127545,196192830,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,32102,5585748
s2,0.237,449,78126,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,74.808,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,1.051,32127,5590098,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,462,80388
s2,74.057,1127545,196192830,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.203,114174,19866276,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,113725,19788150
s1,75.711,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.889,32127,5590098,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,74.950,1127545,196192830,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.193,209786,36502764,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,95612,16636488
s1,76.676,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.950,32127,5590098,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,75.910,1127545,196192830,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.189,305640,53181360,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,95854,16678596
s1,77.590,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.902,32127,5590098,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,76.838,1127545,196192830,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.203,405667,70586058,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,100027,17404698
s1,78.518,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.005,15827,2753898,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,77.751,1166299,202936026,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,38754,6743196
s2,0.204,356,61944,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,79.417,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.904,16194,2817756,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,367,63858
s2,78.681,1166299,202936026,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.226,103259,17967066,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,102903,17905122
s1,80.333,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.910,16194,2817756,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,79.571,1166299,202936026,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.196,209422,36439428,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,106163,18472362
s1,81.242,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.897,16194,2817756,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,80.471,1166299,202936026,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.187,313069,54474006,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,103647,18034578
s1,82.109,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.856,16194,2817756,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,81.322,1166299,202936026,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.168,417453,72636822,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,104384,18162816
s1,82.976,846483,147288042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.857,16194,2817756,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,82.202,1166299,202936026,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.188,509584,88667616,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,92131,16030794
s1,83.898,883932,153804168,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,37449,6516126
s1,0.011,3960,689040,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,83.124,1247769,217111806,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,81470,14175780
s2,0.200,452,78648,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,84.747,883932,153804168,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.860,3970,690780,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,10,1740
s2,83.974,1247769,217111806,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.185,97043,16885482,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,96591,16806834
s1,85.613,883932,153804168,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.858,3970,690780,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,84.833,1247769,217111806,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.176,193483,33666042,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,96440,16780560
s1,86.463,883932,153804168,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.838,3970,690780,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,85.696,1247769,217111806,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.189,290969,50628606,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,97486,16962564
s1,87.323,883932,153804168,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.845,3970,690780,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,86.558,1247769,217111806,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.191,393657,68496318,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,102688,17867712
s1,88.289,883932,153804168,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.959,3970,690780,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,87.547,1248204,217187496,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,435,75690
s1,89.255,919313,159960462,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,35381,6156294
s2,88.474,1283608,223347792,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,35404,6160296
s2,0.186,32785,5704590,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,90.232,951650,165587100,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,32337,5626638
s1,0.972,21,3654,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,89.474,1283608,223347792,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.199,138923,24172602,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,106138,18468012
s1,91.255,951650,165587100,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,1.015,21,3654,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,90.502,1283608,223347792,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.202,248757,43283718,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,109834,19111116
s1,92.126,951650,165587100,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.858,21,3654,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,91.370,1283608,223347792,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.201,350191,60933234,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,101434,17649516
s1,93.130,951650,165587100,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.992,21,3654,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,92.387,1284049,223424526,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,441,76734
s1,94.009,1006918,175203732,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,55268,9616632
s1,0.001,0,0,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,93.250,1324366,230439684,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,40317,7015158
s2,0.215,15414,2682036,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s1,94.916,1006918,175203732,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.908,7,1218,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,7,1218
s2,94.185,1324366,230439684,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.223,120929,21041646,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,105515,18359610
s1,95.847,1006918,175203732,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:1,0,0
s1,0.921,7,1218,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,0,0
s2,95.079,1324366,230439684,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,output:5,0,0
s2,0.188,215510,37498740,e6:51:70:3c:0f:62,6e:e8:6b:d4:bd:b4,,,,,drop,94581,16457094
